CountyGeo,Students Enrolled,Total Days Lost,All Student Days Lost per 100 Students,Black Students,Black Days Lost,Black Days Lost per 100 Students,Latino Students,Latino Days Lost,Latino Days Lost per 100 Students,White Students Enrolled,White Days Lost,White Days Lost per 100 Students,SWD Enrolled,SWD Days Lost,SWD Days Lost per 100 Students,SWoD Enrolled,SWoD Days Lost,SWoD Days Lost per 100 Students,Native American Students Enrolled,Native American Days Lost,Native American Days Lost per 100 Students,Pac. Islander Students Enrolled,Pac. Islander Days Lost,Pac. Islander Lost per 100 Students,Asian Students Enrolled,Asian Days Lost,Asian Days Lost per 100 Students,Law Enforcement,LEO-to-Student Ratio,Counselors,Counselor-to-Student Ratio,Teachers,Teacher-to-Student Ratio,Nurses,Nurse-to-Student Ratio,Psychologists,Psych-to-Student Ratio,Social Workers,SW-to-Student Ratio,Non-matching,Remove from CNC Map,CNC Students Enrolled,Percent of Schools w Cops and No Counselors,Number of Schools,SOC Enrolled,Number of CNC SCHOOLS,Security Guards,MTW Status,,,
36007,"28,317","7,448",26,"2,566","2,423",94,"1,669",846,51,"21,628","3,615",17,"4,443","2,569",58,"23,710","4,879",21,92,37,40,26,0,0,848,57,7,13,2039,74,383,"2,448",12,9,3054,13,2082,8,3369,Matching,,1133,4.1%,53,3908,3,1,Matching and updated,,,
51700,"28,050","36,954",132,"15,021","31,110",207,"3,436","1,667",49,"7,137","2,839",40,"3,180","8,236",259,"24,715","28,718",116,112,11,10,99,31,31,707,60,8,16,1810,77,364,"1,958",14,30,927,16,1794,13,2107,Matching,,,0.0%,30,13074,,11.5,Matching and updated,,,
51770,"28,013","8,499",30,"7,149","4,994",70,"2,163",313,14,"16,518","2,803",17,"4,121","2,400",58,"23,734","6,099",26,52,7,13,18,0,0,971,44,5,33,585,76,368,"1,957",14,0,0,27,986,18,1465,Matching,,,0.0%,38,18944,,0,Matching and updated,,,
45035,"27,943","4,364",16,"8,877","2,559",29,"1,866",81,4,"15,204","1,525",10,"3,128",980,31,"24,724","3,384",14,146,32,22,76,20,26,461,23,5,28,975,76,368,"1,677",17,42,694,20,1460,22,1327,Matching,,,0.0%,67,3261,,15,Matching and updated,,,
19163,"27,839","5,505",20,"3,392","2,213",65,"2,893",622,22,"18,785","2,089",11,"3,069","2,086",68,"24,663","3,419",14,95,12,13,30,0,0,864,5,1,7,3966,73,381,"1,951",14,47,588,1,55678,1,27839,Matching,,,0.0%,53,9054,,28,Matching and updated,,,
55105,"27,817","4,237",15,"2,295","1,185",52,"4,250",521,12,"19,383","2,115",11,"3,560","1,516",43,"24,065","2,721",11,134,9,7,32,3,9,383,11,3,11,2521,60,465,"1,932",14,26,1110,16,1784,25,1136,Matching,,,0.0%,73,13681,,20.14,Matching and updated,,,
51179,"27,813","35,672",128,"5,133","12,652",246,"4,755","6,094",128,"14,739","14,425",98,"2,647","3,102",117,"25,056","32,570",130,104,5,5,94,4,4,831,38,5,30,927,63,445,"1,741",16,21,1333,28,979,11,2524,Matching,,516,1.9%,61,8434,1,7.73,Matching and updated,,,
39089,"27,793","5,488",20,"1,592",751,47,604,78,13,"23,885","4,201",18,"3,622","1,353",37,"24,022","4,135",17,61,5,8,22,0,0,216,7,3,6,4463,41,678,"1,648",17,2,13833,5,5533,5,5533,Matching,,546,2.0%,46,8710,4,0,Matching and updated,,,
26147,"27,791","2,886",10,"1,126",166,15,"1,096",173,16,"24,250","2,388",10,"3,319",723,22,"24,323","2,163",9,127,0,0,32,0,0,237,14,6,11,2520,21,1336,"1,303",21,47,947,1,59140,0,0,Matching,,,0.0%,72,24237,,0,Matching and updated,,,
12005,"27,665","11,896",43,"4,182","4,260",102,"2,016",702,35,"18,955","6,065",32,"4,532","3,479",77,"23,003","8,417",37,139,26,19,65,11,17,575,38,7,25,1107,70,398,"1,688",16,33,828,1,54376,17,1563,Matching,,1221,4.5%,50,6603,3,0,Matching and updated,,,
39085,"27,640","5,570",20,"1,637","1,360",83,"2,229",948,43,"21,974","2,871",13,"3,839","1,326",35,"23,647","4,244",18,40,0,0,36,1,3,406,5,1,7,2638,50,556,"1,666",17,29,950,27,1028,2,13775,Matching,,1431,5.2%,47,2156,3,5,Matching and updated,,,
42069,"27,561","6,149",22,"1,522","1,331",87,"3,426","1,279",37,"19,617","2,817",14,"4,126","1,257",30,"23,288","4,892",21,189,59,31,65,14,22,901,101,11,26,1062,65,424,"2,019",14,58,458,30,892,41,639,Matching,,606,2.3%,48,18200,1,79.6,Matching and updated,,,
39025,"27,550","6,536",24,395,158,40,590,62,11,"25,074","6,104",24,"3,653","1,697",46,"23,758","4,839",20,35,3,9,301,0,0,311,13,4,9,2868,33,835,"1,521",18,31,901,24,1189,2,18629,Matching,,,0.0%,27,12739,,3,Matching and updated,,,
39103,"27,550","2,947",11,451,258,57,638,49,8,"25,394","2,473",10,"3,126",868,28,"24,264","2,079",9,36,0,0,24,0,0,239,9,4,16,2043,53,523,"1,641",17,24,1042,29,850,32,781,Matching,,407,1.6%,44,5531,3,5.18,Matching and updated,,,
6089,"27,548","4,679",17,559,153,27,"3,793",494,13,"18,782","3,300",18,"2,695",679,25,"24,644","4,000",16,"1,362",375,28,134,27,20,"1,010",74,7,8,3370,48,571,"1,354",20,70,405,37,765,40,708,Matching,,2660,9.4%,52,6689,5,6.5,Matching and updated,,,
6031,"27,543","5,326",19,"1,154",633,55,"18,658","3,292",18,"5,931","1,126",19,"2,348",847,36,"25,078","4,479",18,338,148,44,142,8,6,750,49,7,62,447,44,623,"1,302",21,6,4318,10,2652,0,0,Matching,,,0.0%,63,8529,,0.64,Matching and updated,,,
10005,"27,271","8,602",32,"5,160","4,238",82,"5,517",834,15,"14,967","2,758",18,"4,022","3,078",77,"23,128","5,524",24,182,60,33,60,0,0,393,19,5,21,1176,74,371,"1,912",14,27,1071,18,1617,3,9643,Matching,,363,1.3%,49,6020,1,0,Matching and updated,,,
8101,"27,263","9,114",33,400,247,62,"15,779","6,685",42,"10,055","1,979",20,"3,178","2,085",66,"23,957","7,029",29,153,55,36,43,10,23,210,1,0,15,1937,64,423,"1,510",18,3,,0,,1,,Matching,,,,,,,,Non-matching,,,
48257,"27,195","3,669",13,"2,805","1,063",38,"7,589",807,11,"15,397","1,636",11,"2,253",754,33,"24,815","2,915",12,159,22,14,35,4,11,285,3,1,15,1792,57,479,"1,758",15,22,1242,25,1086,5,5298,Matching,,,0.0%,100,8766,,8.71,Matching and updated,,,
